ID,Modalitat,Colla_ID,Prioritat,anys_sense_captura,adjudicats,nova_prioritat,nou_anys_sense_captura
8736,A,Colla_510,4,0,0,2,1
8737,A,Colla_510,2,2,1,4,0
8738,A,Colla_510,4,0,0,2,1
8739,A,Colla_510,2,1,1,4,0
8740,A,Colla_510,4,0,0,2,1
8741,A,Colla_510,2,1,1,4,0
8742,A,Colla_510,4,0,0,2,1
8743,A,Colla_510,2,2,1,4,0
8744,A,Colla_511,4,0,0,2,1
8745,A,Colla_511,4,0,0,2,1
8746,A,Colla_511,2,1,1,4,0
8747,A,Colla_511,2,1,1,4,0
8748,A,Colla_511,4,0,0,2,1
8749,A,Colla_511,4,0,0,2,1
8750,A,Colla_511,2,2,1,4,0
8751,A,Colla_511,4,0,0,2,1
8752,A,Colla_511,4,0,0,2,1
8753,A,Colla_511,2,2,1,4,0
8754,A,Colla_511,2,1,1,4,0
8755,A,Colla_511,2,1,0,2,2
8756,A,Colla_511,2,1,0,2,2
8757,A,Colla_511,2,1,1,4,0
8758,A,Colla_512,2,1,0,2,2
8759,A,Colla_512,4,0,0,2,1
8760,A,Colla_512,4,0,0,2,1
8761,A,Colla_512,2,1,1,4,0
8762,A,Colla_512,4,0,0,2,1
8763,A,Colla_512,2,1,1,4,0
8764,A,Colla_512,2,2,1,4,0
8765,A,Colla_512,4,0,0,2,1
8766,A,Colla_512,2,2,1,4,0
8767,A,Colla_512,2,1,0,2,2
8768,A,Colla_512,4,0,0,2,1
8769,A,Colla_512,2,1,1,4,0
8770,A,Colla_512,4,0,0,2,1
8771,A,Colla_512,2,1,1,4,0
8772,A,Colla_513,2,2,1,4,0
8773,A,Colla_513,2,1,1,4,0
8774,A,Colla_513,4,0,0,2,1
8775,A,Colla_513,2,1,1,4,0
8776,A,Colla_513,4,0,0,2,1
8777,A,Colla_513,2,2,1,4,0
8778,A,Colla_513,4,0,0,2,1
8779,A,Colla_513,2,1,0,2,2
8780,A,Colla_513,2,1,0,2,2
8781,A,Colla_513,2,1,1,4,0
8782,A,Colla_513,4,0,0,2,1
8783,A,Colla_513,4,0,0,2,1
8784,A,Colla_513,4,0,0,2,1
8785,A,Colla_513,2,1,1,4,0
8786,A,Colla_514,2,1,1,4,0
8787,A,Colla_514,4,0,0,2,1
8788,A,Colla_514,2,1,1,4,0
8789,A,Colla_514,4,0,0,2,1
8790,A,Colla_514,2,2,1,4,0
8791,A,Colla_514,4,0,0,2,1
8792,A,Colla_514,2,2,1,4,0
8793,A,Colla_514,2,1,1,4,0
8794,A,Colla_514,2,1,1,4,0
8795,A,Colla_514,4,0,0,2,1
8796,A,Colla_514,4,0,0,2,1
8797,A,Colla_514,2,1,0,2,2
8798,A,Colla_514,2,1,0,2,2
8799,A,Colla_514,4,0,0,2,1
8800,A,Colla_515,2,1,1,4,0
8801,A,Colla_515,4,0,0,2,1
8802,A,Colla_515,2,2,1,4,0
8803,A,Colla_515,2,2,1,4,0
8804,A,Colla_515,4,0,0,2,1
8805,A,Colla_515,4,0,0,2,1
8806,A,Colla_515,4,0,0,2,1
8807,A,Colla_515,4,0,0,2,1
8808,A,Colla_515,2,1,1,4,0
8809,A,Colla_515,2,1,0,2,2
8810,A,Colla_515,4,0,0,2,1
8811,A,Colla_515,2,1,1,4,0
8812,A,Colla_515,2,1,0,2,2
8813,A,Colla_515,2,1,1,4,0
8814,A,Colla_516,2,1,0,2,2
8815,A,Colla_516,2,2,1,4,0
8816,A,Colla_516,2,1,1,4,0
8817,A,Colla_516,2,1,1,4,0
8818,A,Colla_516,4,0,0,2,1
8819,A,Colla_516,2,1,1,4,0
8820,A,Colla_516,2,1,0,2,2
8821,A,Colla_516,4,0,0,2,1
8822,A,Colla_516,2,1,1,4,0
8823,A,Colla_516,4,0,0,2,1
8824,A,Colla_516,4,0,0,2,1
8825,A,Colla_516,2,2,1,4,0
8826,A,Colla_516,4,0,0,2,1
8827,A,Colla_516,4,0,0,2,1
8828,A,Colla_517,4,0,0,2,1
8829,A,Colla_517,2,2,1,4,0
8830,A,Colla_517,2,1,1,4,0
8831,A,Colla_517,4,0,0,2,1
8832,A,Colla_517,2,2,1,4,0
8833,A,Colla_517,2,1,0,2,2
8834,A,Colla_517,4,0,0,2,1
8835,A,Colla_517,4,0,0,2,1
8836,A,Colla_517,2,1,1,4,0
8837,A,Colla_517,4,0,0,2,1
8838,A,Colla_517,2,1,0,2,2
8839,A,Colla_517,2,1,1,4,0
8840,A,Colla_517,4,0,0,2,1
8841,A,Colla_517,2,1,1,4,0
8842,A,Colla_518,2,1,1,4,0
8843,A,Colla_518,4,0,0,2,1
8844,A,Colla_518,4,0,0,2,1
8845,A,Colla_518,4,0,0,2,1
8846,A,Colla_518,2,2,1,4,0
8847,A,Colla_518,2,1,0,2,2
8848,A,Colla_518,2,1,1,4,0
8849,A,Colla_518,2,2,1,4,0
8850,A,Colla_518,2,1,1,4,0
8851,A,Colla_518,4,0,0,2,1
8852,A,Colla_518,2,1,0,2,2
8853,A,Colla_518,2,1,1,4,0
8854,A,Colla_518,4,0,0,2,1
8855,A,Colla_518,4,0,0,2,1
8856,A,Colla_519,2,1,1,4,0
8857,A,Colla_519,2,1,0,2,2
8858,A,Colla_519,4,0,0,2,1
8859,A,Colla_519,2,1,1,4,0
8860,A,Colla_519,2,2,1,4,0
8861,A,Colla_519,2,1,0,2,2
8862,A,Colla_519,4,0,0,2,1
8863,A,Colla_519,2,2,1,4,0
8864,A,Colla_519,2,1,1,4,0
8865,A,Colla_519,4,0,0,2,1
8866,A,Colla_519,4,0,0,2,1
8867,A,Colla_519,4,0,0,2,1
8868,A,Colla_519,2,1,1,4,0
8869,A,Colla_519,4,0,0,2,1
8870,A,Colla_520,4,0,0,2,1
8871,A,Colla_520,2,1,1,4,0
8872,A,Colla_520,2,1,0,2,2
8873,A,Colla_520,2,1,1,4,0
8874,A,Colla_520,4,0,0,2,1
8875,A,Colla_520,2,1,1,4,0
8876,A,Colla_520,4,0,0,2,1
8877,A,Colla_520,4,0,0,2,1
8878,A,Colla_520,4,0,0,2,1
8879,A,Colla_520,4,0,0,2,1
8880,A,Colla_520,2,2,1,4,0
8881,A,Colla_520,2,1,1,4,0
8882,A,Colla_520,2,1,0,2,2
8883,A,Colla_520,2,2,1,4,0
8884,A,Colla_521,4,0,0,2,1
8885,A,Colla_521,4,0,0,2,1
8886,A,Colla_521,2,1,0,2,2
8887,A,Colla_521,2,2,1,4,0
8888,A,Colla_521,4,0,0,2,1
8889,A,Colla_521,2,2,1,4,0
8890,A,Colla_521,4,0,0,2,1
8891,A,Colla_521,2,1,0,2,2
8892,A,Colla_521,2,1,1,4,0
8893,A,Colla_521,2,1,1,4,0
8894,A,Colla_521,4,0,0,2,1
8895,A,Colla_521,2,1,1,4,0
8896,A,Colla_521,2,1,1,4,0
8897,A,Colla_521,4,0,0,2,1
8898,A,Colla_522,2,2,1,4,0
8899,A,Colla_522,2,1,1,4,0
8900,A,Colla_522,4,0,0,2,1
8901,A,Colla_522,4,0,0,2,1
8902,A,Colla_522,4,0,0,2,1
8903,A,Colla_522,2,1,1,4,0
8904,A,Colla_522,2,2,1,4,0
8905,A,Colla_522,4,0,0,2,1
8906,A,Colla_522,2,1,0,2,2
8907,A,Colla_522,2,1,1,4,0
8908,A,Colla_522,4,0,0,2,1
8909,A,Colla_522,2,1,1,4,0
8910,A,Colla_522,4,0,0,2,1
8911,A,Colla_522,2,1,0,2,2
8912,A,Colla_523,4,0,0,2,1
8913,A,Colla_523,2,1,0,2,2
8914,A,Colla_523,4,0,0,2,1
8915,A,Colla_523,4,0,0,2,1
8916,A,Colla_523,2,1,1,4,0
8917,A,Colla_523,4,0,0,2,1
8918,A,Colla_523,2,1,1,4,0
8919,A,Colla_523,2,2,1,4,0
8920,A,Colla_523,4,0,0,2,1
8921,A,Colla_523,2,2,1,4,0
8922,A,Colla_523,2,1,1,4,0
8923,A,Colla_523,2,1,0,2,2
8924,A,Colla_523,4,0,0,2,1
8925,A,Colla_523,2,1,1,4,0
8926,A,Colla_524,2,2,1,4,0
8927,A,Colla_524,4,0,0,2,1
8928,A,Colla_524,2,1,1,4,0
8929,A,Colla_524,4,0,0,2,1
8930,A,Colla_524,2,1,1,4,0
8931,A,Colla_524,4,0,0,2,1
8932,A,Colla_524,2,2,1,4,0
8933,A,Colla_524,2,1,0,2,2
8934,A,Colla_524,4,0,0,2,1
8935,A,Colla_524,4,0,0,2,1
8936,A,Colla_524,2,1,1,4,0
8937,A,Colla_524,2,1,1,4,0
8938,A,Colla_524,4,0,0,2,1
8939,A,Colla_524,2,1,0,2,2
8940,A,Colla_525,4,0,0,2,1
8941,A,Colla_525,2,1,1,4,0
8942,A,Colla_525,2,2,1,4,0
8943,A,Colla_525,2,1,1,4,0
8944,A,Colla_525,4,0,0,2,1
8945,A,Colla_525,2,1,1,4,0
8946,A,Colla_525,2,1,0,2,2
8947,A,Colla_525,2,2,1,4,0
8948,A,Colla_525,2,1,0,2,2
8949,A,Colla_525,2,1,1,4,0
8950,A,Colla_525,4,0,0,2,1
8951,A,Colla_525,4,0,0,2,1
8952,A,Colla_525,4,0,0,2,1
8953,A,Colla_525,4,0,0,2,1
8954,A,Colla_526,2,1,0,2,2
8955,A,Colla_526,4,0,0,2,1
8956,A,Colla_526,4,0,0,2,1
8957,A,Colla_526,2,2,1,4,0
8958,A,Colla_526,2,1,1,4,0
8959,A,Colla_526,2,1,0,2,2
8960,A,Colla_526,4,0,0,2,1
8961,A,Colla_526,2,1,1,4,0
8962,A,Colla_526,2,2,1,4,0
8963,A,Colla_526,4,0,0,2,1
8964,A,Colla_526,4,0,0,2,1
8965,A,Colla_526,2,1,1,4,0
8966,A,Colla_526,2,1,1,4,0
8967,A,Colla_526,4,0,0,2,1
8968,A,Colla_527,2,1,1,4,0
8969,A,Colla_527,4,0,0,2,1
8970,A,Colla_527,2,1,0,2,2
8971,A,Colla_527,4,0,0,2,1
8972,A,Colla_527,4,0,0,2,1
8973,A,Colla_527,2,1,1,4,0
8974,A,Colla_527,4,0,0,2,1
8975,A,Colla_527,2,1,0,2,2
8976,A,TrackedColla_3_1,2,1,0,2,2
8977,A,Colla_527,2,2,1,4,0
8978,A,Colla_527,2,2,1,4,0
8979,A,Colla_527,4,0,0,2,1
8980,A,Colla_527,2,1,0,2,2
8981,A,Colla_527,2,2,1,4,0
8982,A,Colla_528,2,1,1,4,0
8983,A,Colla_528,2,1,1,4,0
8984,A,Colla_528,2,1,1,4,0
8985,A,Colla_528,2,2,1,4,0
8986,A,Colla_528,4,0,0,2,1
8987,A,Colla_528,4,0,0,2,1
8988,A,Colla_528,4,0,0,2,1
8989,A,Colla_528,2,2,1,4,0
8990,A,Colla_528,2,1,0,2,2
8991,A,Colla_528,2,1,1,4,0
8992,A,Colla_528,4,0,0,2,1
8993,A,Colla_528,4,0,0,2,1
8994,A,Colla_528,4,0,0,2,1
8995,A,Colla_528,2,1,0,2,2
8996,A,Colla_529,2,2,1,4,0
8997,A,Colla_529,2,2,1,4,0
8998,A,Colla_529,2,1,0,2,2
8999,A,Colla_529,4,0,0,2,1
9000,A,Colla_529,4,0,0,2,1
9001,A,Colla_529,2,1,1,4,0
9002,A,Colla_529,4,0,0,2,1
9003,A,Colla_529,2,1,1,4,0
9004,A,Colla_529,4,0,0,2,1
9005,A,Colla_529,2,1,1,4,0
9006,A,Colla_529,4,0,0,2,1
9007,A,Colla_529,4,0,0,2,1
9008,A,Colla_529,2,1,1,4,0
9009,A,Colla_529,2,1,0,2,2
9010,A,Colla_530,2,2,1,4,0
9011,A,Colla_530,4,0,0,2,1
9012,A,Colla_530,4,0,0,2,1
9013,A,Colla_530,4,0,0,2,1
9014,A,Colla_530,2,2,1,4,0
9015,A,Colla_530,2,1,1,4,0
9016,A,Colla_530,2,1,1,4,0
9017,A,Colla_530,2,1,1,4,0
9018,A,Colla_530,2,1,1,4,0
9019,A,Colla_530,4,0,0,2,1
9020,A,Colla_530,4,0,0,2,1
9021,A,Colla_530,2,1,0,2,2
9022,A,Colla_530,2,1,0,2,2
9023,A,Colla_530,4,0,0,2,1
9024,A,Colla_531,4,0,0,2,1
9025,A,Colla_531,4,0,0,2,1
9026,A,Colla_531,4,0,0,2,1
9027,A,Colla_531,2,2,1,4,0
9028,A,Colla_531,2,2,1,4,0
9029,A,Colla_531,2,1,1,4,0
9030,A,Colla_531,4,0,0,2,1
9031,A,Colla_531,4,0,0,2,1
9032,A,Colla_531,2,1,1,4,0
9033,A,Colla_531,4,0,0,2,1
9034,A,Colla_531,2,1,0,2,2
9035,A,Colla_531,2,1,1,4,0
9036,A,Colla_531,2,1,1,4,0
9037,A,Colla_531,2,1,0,2,2
9038,A,Colla_532,4,0,0,2,1
9039,A,Colla_532,2,1,1,4,0
9040,A,Colla_532,2,1,1,4,0
9041,A,Colla_532,2,2,1,4,0
9042,A,Colla_532,4,0,0,2,1
9043,A,Colla_532,4,0,0,2,1
9044,A,Colla_532,4,0,0,2,1
9045,A,Colla_532,2,1,1,4,0
9046,A,Colla_532,4,0,0,2,1
9047,A,Colla_532,4,0,0,2,1
9048,A,Colla_532,2,1,0,2,2
9049,A,Colla_532,2,2,1,4,0
9050,A,Colla_532,2,1,0,2,2
9051,A,Colla_532,2,1,1,4,0
9052,A,Colla_533,2,1,1,4,0
9053,A,Colla_533,4,0,0,2,1
9054,A,Colla_533,2,1,1,4,0
9055,A,Colla_533,4,0,0,2,1
9056,A,Colla_533,4,0,0,2,1
9057,A,Colla_533,2,1,1,4,0
9058,A,Colla_533,2,1,0,2,2
9059,A,Colla_533,4,0,0,2,1
9060,A,Colla_533,4,0,0,2,1
9061,A,Colla_533,4,0,0,2,1
9062,A,Colla_533,2,1,1,4,0
9063,A,Colla_533,2,2,1,4,0
9064,A,Colla_533,2,1,0,2,2
9065,A,Colla_533,2,2,1,4,0
9066,A,Colla_534,2,1,1,4,0
9067,A,Colla_534,2,1,1,4,0
9068,A,Colla_534,2,1,1,4,0
9069,A,Colla_534,4,0,0,2,1
9070,A,Colla_534,4,0,0,2,1
9071,A,Colla_534,4,0,0,2,1
9072,A,Colla_534,2,1,0,2,2
9073,A,Colla_534,2,2,1,4,0
9074,A,Colla_534,4,0,0,2,1
9075,A,Colla_534,2,1,1,4,0
9076,A,Colla_534,2,2,1,4,0
9077,A,Colla_534,2,1,0,2,2
9078,A,Colla_534,4,0,0,2,1
9079,A,Colla_534,4,0,0,2,1
9080,A,Colla_535,4,0,0,2,1
9081,A,Colla_535,2,1,1,4,0
9082,A,Colla_535,4,0,0,2,1
9083,A,Colla_535,2,1,1,4,0
9084,A,Colla_535,4,0,0,2,1
9085,A,Colla_535,4,0,0,2,1
9086,A,Colla_535,4,0,0,2,1
9087,A,Colla_535,2,2,1,4,0
9088,A,Colla_535,2,1,0,2,2
9089,A,Colla_535,2,1,1,4,0
9090,A,Colla_535,4,0,0,2,1
9091,A,Colla_535,2,1,0,2,2
9092,A,Colla_535,2,2,1,4,0
9093,A,Colla_535,2,1,1,4,0
9094,A,Colla_536,2,2,1,4,0
9095,A,Colla_536,2,2,1,4,0
9096,A,Colla_536,4,0,0,2,1
9097,A,Colla_536,2,1,0,2,2
9098,A,Colla_536,4,0,0,2,1
9099,A,Colla_536,4,0,0,2,1
9100,A,Colla_536,4,0,0,2,1
9101,A,Colla_536,2,1,1,4,0
9102,A,Colla_536,4,0,0,2,1
9103,A,Colla_536,4,0,0,2,1
9104,A,Colla_536,2,1,0,2,2
9105,A,Colla_536,2,1,1,4,0
9106,A,Colla_536,2,1,1,4,0
9107,A,Colla_536,2,1,1,4,0
9108,A,Colla_537,2,2,1,4,0
9109,A,Colla_537,2,1,0,2,2
9110,A,Colla_537,2,1,1,4,0
9111,A,Colla_537,2,1,1,4,0
9112,A,Colla_537,4,0,0,2,1
9113,A,Colla_537,4,0,0,2,1
9114,A,Colla_537,4,0,0,2,1
9115,A,Colla_537,4,0,0,2,1
9116,A,Colla_537,2,1,1,4,0
9117,A,Colla_537,4,0,0,2,1
9118,A,Colla_537,2,1,0,2,2
9119,A,Colla_537,2,2,1,4,0
9120,A,Colla_537,2,1,1,4,0
9121,A,Colla_537,4,0,0,2,1
9122,A,Colla_538,4,0,0,2,1
9123,A,Colla_538,2,1,1,4,0
9124,A,Colla_538,2,1,1,4,0
9125,A,Colla_538,2,1,0,2,2
9126,A,Colla_538,2,2,1,4,0
9127,A,Colla_538,4,0,0,2,1
9128,A,Colla_538,4,0,0,2,1
9129,A,Colla_538,4,0,0,2,1
9130,A,Colla_538,4,0,0,2,1
9131,A,Colla_538,2,1,0,2,2
9132,A,Colla_538,2,2,1,4,0
9133,A,Colla_538,4,0,0,2,1
9134,A,Colla_538,2,1,1,4,0
9135,A,Colla_538,2,1,1,4,0
9136,A,Colla_539,4,0,0,2,1
9137,A,Colla_539,2,1,1,4,0
9138,A,Colla_539,4,0,0,2,1
9139,A,Colla_539,2,1,1,4,0
9140,A,Colla_539,2,1,1,4,0
9141,A,Colla_539,2,1,0,2,2
9142,A,Colla_539,4,0,0,2,1
9143,A,Colla_539,2,1,0,2,2
9144,A,Colla_539,2,2,1,4,0
9145,A,Colla_539,4,0,0,2,1
9146,A,Colla_539,4,0,0,2,1
9147,A,Colla_539,2,2,1,4,0
9148,A,Colla_539,4,0,0,2,1
9149,A,Colla_539,2,1,1,4,0
9150,A,Colla_540,4,0,0,2,1
9151,A,Colla_540,4,0,0,2,1
9152,A,Colla_540,2,2,1,4,0
9153,A,Colla_540,2,1,1,4,0
9154,A,Colla_540,2,1,1,4,0
9155,A,Colla_540,4,0,0,2,1
9156,A,Colla_540,2,1,0,2,2
9157,A,Colla_540,2,2,1,4,0
9158,A,Colla_540,4,0,0,2,1
9159,A,Colla_540,2,1,1,4,0
9160,A,Colla_540,2,1,0,2,2
9161,A,Colla_540,4,0,0,2,1
9162,A,Colla_540,4,0,0,2,1
9163,A,Colla_540,2,1,1,4,0
9164,A,Colla_541,4,0,0,2,1
9165,A,Colla_541,2,2,1,4,0
9166,A,Colla_541,4,0,0,2,1
9167,A,Colla_541,4,0,0,2,1
9168,A,Colla_541,4,0,0,2,1
9169,A,Colla_541,2,1,1,4,0
9170,A,Colla_541,2,1,0,2,2
9171,A,Colla_541,2,2,1,4,0
9172,A,Colla_541,2,1,1,4,0
9173,A,Colla_541,4,0,0,2,1
9174,A,Colla_541,4,0,0,2,1
9175,A,Colla_541,2,1,1,4,0
9176,A,Colla_541,2,1,1,4,0
9177,A,Colla_541,2,1,0,2,2
9178,A,Colla_542,4,0,0,2,1
9179,A,Colla_542,2,1,0,2,2
9180,A,Colla_542,2,1,1,4,0
9181,A,Colla_542,2,2,1,4,0
9182,A,Colla_542,4,0,0,2,1
9183,A,Colla_542,2,1,1,4,0
9184,A,Colla_542,4,0,0,2,1
9185,A,Colla_542,2,1,0,2,2
9186,A,Colla_542,4,0,0,2,1
9187,A,Colla_542,2,2,1,4,0
9188,A,Colla_542,2,1,1,4,0
9189,A,Colla_542,4,0,0,2,1
9190,A,Colla_542,4,0,0,2,1
9191,A,Colla_542,2,1,1,4,0
9192,A,Colla_543,2,1,1,4,0
9193,A,Colla_543,4,0,0,2,1
9194,A,Colla_543,4,0,0,2,1
9195,A,Colla_543,2,1,0,2,2
9196,A,Colla_543,2,2,1,4,0
9197,A,Colla_543,2,2,1,4,0
9198,A,Colla_543,4,0,0,2,1
9199,A,Colla_543,2,1,1,4,0
9200,A,Colla_543,2,1,0,2,2
9201,A,Colla_543,2,1,1,4,0
9202,A,Colla_543,4,0,0,2,1
9203,A,Colla_543,4,0,0,2,1
9204,A,Colla_543,2,1,1,4,0
9205,A,Colla_543,4,0,0,2,1
9206,A,Colla_544,4,0,0,2,1
9207,A,Colla_544,2,2,1,4,0
9208,A,Colla_544,2,1,0,2,2
9209,A,Colla_544,4,0,0,2,1
9210,A,Colla_544,2,1,0,2,2
9211,A,Colla_544,2,2,1,4,0
9212,A,Colla_544,4,0,0,2,1
9213,A,Colla_544,4,0,0,2,1
9214,A,Colla_544,4,0,0,2,1
9215,A,Colla_544,2,1,1,4,0
9216,A,Colla_544,2,1,1,4,0
9217,A,Colla_544,2,1,1,4,0
9218,A,Colla_544,2,1,1,4,0
9219,A,Colla_544,4,0,0,2,1
9220,A,Colla_545,4,0,0,2,1
9221,A,Colla_545,2,1,1,4,0
9222,A,Colla_545,2,1,0,2,2
9223,A,Colla_545,2,1,1,4,0
9224,A,Colla_545,4,0,0,2,1
9225,A,Colla_545,4,0,0,2,1
9226,A,Colla_545,2,2,1,4,0
9227,A,Colla_545,2,1,1,4,0
9228,A,Colla_545,4,0,0,2,1
9229,A,Colla_545,2,2,1,4,0
9230,A,Colla_545,2,1,1,4,0
9231,A,Colla_545,4,0,0,2,1
9232,A,Colla_545,2,1,0,2,2
9233,A,Colla_545,4,0,0,2,1
9234,A,Colla_546,4,0,0,2,1
9235,A,Colla_546,4,0,0,2,1
9236,A,Colla_546,2,1,0,2,2
9237,A,Colla_546,2,1,1,4,0
9238,A,Colla_546,4,0,0,2,1
9239,A,Colla_546,2,2,1,4,0
9240,A,Colla_546,4,0,0,2,1
9241,A,Colla_546,4,0,0,2,1
9242,A,Colla_546,2,1,1,4,0
9243,A,Colla_546,2,1,1,4,0
9244,A,Colla_546,2,2,1,4,0
9245,A,Colla_546,2,1,0,2,2
9246,A,Colla_546,4,0,0,2,1
9247,A,Colla_546,2,1,1,4,0
9248,A,Colla_547,2,1,0,2,2
9249,A,Colla_547,2,2,1,4,0
9250,A,Colla_547,2,1,0,2,2
9251,A,Colla_547,2,1,1,4,0
9252,A,Colla_547,2,2,1,4,0
9253,A,Colla_547,4,0,0,2,1
9254,A,Colla_547,4,0,0,2,1
9255,A,Colla_547,2,1,1,4,0
9256,A,Colla_547,2,1,1,4,0
9257,A,Colla_547,4,0,0,2,1
9258,A,Colla_547,4,0,0,2,1
9259,A,Colla_547,4,0,0,2,1
9260,A,Colla_547,2,1,1,4,0
9261,A,Colla_547,4,0,0,2,1
9262,A,Colla_548,4,0,0,2,1
9263,A,Colla_548,4,0,0,2,1
9264,A,Colla_548,2,1,1,4,0
9265,A,Colla_548,2,2,1,4,0
9266,A,Colla_548,2,2,1,4,0
9267,A,Colla_548,2,1,0,2,2
9268,A,Colla_548,4,0,0,2,1
9269,A,Colla_548,2,1,1,4,0
9270,A,Colla_548,4,0,0,2,1
9271,A,Colla_548,4,0,0,2,1
9272,A,Colla_548,2,1,0,2,2
9273,A,Colla_548,2,1,1,4,0
9274,A,Colla_548,2,1,1,4,0
9275,A,Colla_548,4,0,0,2,1
9276,A,Colla_549,2,2,1,4,0
9277,A,Colla_549,2,1,0,2,2
9278,A,Colla_549,2,1,1,4,0
9279,A,Colla_549,4,0,0,2,1
9280,A,Colla_549,2,1,1,4,0
9281,A,Colla_549,4,0,0,2,1
9282,A,Colla_549,2,1,1,4,0
9283,A,Colla_549,4,0,0,2,1
9284,A,Colla_549,4,0,0,2,1
9285,A,Colla_549,2,1,1,4,0
9286,A,Colla_549,4,0,0,2,1
9287,A,Colla_549,2,1,0,2,2
9288,A,Colla_549,4,0,0,2,1
9289,A,Colla_549,2,2,1,4,0
9290,A,Colla_550,2,1,1,4,0
9291,A,Colla_550,2,2,1,4,0
9292,A,Colla_550,4,0,0,2,1
9293,A,Colla_550,4,0,0,2,1
9294,A,Colla_550,2,1,1,4,0
9295,A,Colla_550,2,1,1,4,0
9296,A,Colla_550,4,0,0,2,1
9297,A,Colla_550,4,0,0,2,1
9298,A,Colla_550,2,1,0,2,2
9299,A,Colla_550,4,0,0,2,1
9300,A,Colla_550,4,0,0,2,1
9301,A,Colla_550,2,2,1,4,0
9302,A,Colla_550,2,1,0,2,2
9303,A,Colla_550,2,1,1,4,0
9304,A,Colla_551,2,1,1,4,0
9305,A,Colla_551,2,1,0,2,2
9306,A,Colla_551,4,0,0,2,1
9307,A,Colla_551,2,2,1,4,0
9308,A,Colla_551,4,0,0,2,1
9309,A,Colla_551,4,0,0,2,1
9310,A,Colla_551,2,1,0,2,2
9311,A,Colla_551,2,2,1,4,0
9312,A,Colla_551,2,1,1,4,0
9313,A,Colla_551,4,0,0,2,1
9314,A,Colla_551,2,1,1,4,0
9315,A,Colla_551,4,0,0,2,1
9316,A,Colla_551,4,0,0,2,1
9317,A,Colla_551,2,1,1,4,0
9318,A,Colla_552,4,0,0,2,1
9319,A,Colla_552,2,1,1,4,0
9320,A,Colla_552,2,1,1,4,0
9321,A,Colla_552,4,0,0,2,1
9322,A,Colla_552,4,0,0,2,1
9323,A,Colla_552,4,0,0,2,1
9324,A,Colla_552,2,1,1,4,0
9325,A,Colla_552,4,0,0,2,1
9326,A,Colla_552,2,1,0,2,2
9327,A,Colla_552,2,1,0,2,2
9328,A,Colla_552,2,2,1,4,0
9329,A,Colla_552,2,2,1,4,0
9330,A,Colla_552,4,0,0,2,1
9331,A,Colla_552,2,1,1,4,0
9332,A,Colla_553,4,0,0,2,1
9333,A,Colla_553,4,0,0,2,1
9334,A,Colla_553,2,1,0,2,2
9335,A,Colla_553,2,1,1,4,0
9336,A,Colla_553,2,1,1,4,0
9337,A,Colla_553,4,0,0,2,1
9338,A,Colla_553,2,1,0,2,2
9339,A,Colla_553,4,0,0,2,1
9340,A,Colla_553,4,0,0,2,1
9341,A,Colla_553,4,0,0,2,1
9342,A,Colla_553,2,1,1,4,0
9343,A,Colla_553,2,2,1,4,0
9344,A,Colla_553,2,2,1,4,0
9345,A,Colla_553,2,1,1,4,0
9346,A,Colla_554,4,0,0,2,1
9347,A,Colla_554,2,2,1,4,0
9348,A,Colla_554,2,1,1,4,0
9349,A,Colla_554,2,1,0,2,2
9350,A,Colla_554,4,0,0,2,1
9351,A,Colla_554,2,1,1,4,0
9352,A,Colla_554,4,0,0,2,1
9353,A,Colla_554,2,2,1,4,0
9354,A,Colla_554,2,1,0,2,2
9355,A,Colla_554,4,0,0,2,1
9356,A,Colla_554,4,0,0,2,1
9357,A,Colla_554,2,2,1,4,0
9358,A,Colla_554,2,1,0,2,2
9359,A,Colla_555,4,0,0,2,1
9360,A,Colla_555,2,2,1,4,0
9361,A,Colla_555,2,1,0,2,2
9362,A,Colla_555,4,0,0,2,1
9363,A,Colla_555,2,2,1,4,0
9364,A,Colla_555,4,0,0,2,1
9365,A,Colla_555,2,1,0,2,2
9366,A,Colla_555,2,1,1,4,0
9367,A,Colla_555,2,2,1,4,0
9368,A,Colla_555,2,1,1,4,0
9369,A,Colla_555,4,0,0,2,1
9370,A,Colla_555,2,1,0,2,2
9371,A,Colla_555,4,0,0,2,1
9372,A,Colla_556,2,1,0,2,2
9373,A,Colla_556,2,2,1,4,0
9374,A,Colla_556,2,1,1,4,0
9375,A,Colla_556,4,0,0,2,1
9376,A,Colla_556,4,0,0,2,1
9377,A,Colla_556,4,0,0,2,1
9378,A,Colla_556,2,1,0,2,2
9379,A,Colla_556,4,0,0,2,1
9380,A,Colla_556,4,0,0,2,1
9381,A,Colla_556,2,1,0,2,2
9382,A,Colla_556,2,1,1,4,0
9383,A,Colla_556,2,2,1,4,0
9384,A,Colla_556,2,2,1,4,0
9385,A,Colla_557,2,1,0,2,2
9386,A,Colla_557,4,0,0,2,1
9387,A,Colla_557,4,0,0,2,1
9388,A,Colla_557,2,1,0,2,2
9389,A,Colla_557,2,1,1,4,0
9390,A,Colla_557,2,1,0,2,2
9391,A,Colla_557,2,2,1,4,0
9392,A,Colla_557,2,2,1,4,0
9393,A,Colla_557,2,2,1,4,0
9394,A,Colla_557,4,0,0,2,1
9395,A,Colla_557,4,0,0,2,1
9396,A,Colla_557,2,1,1,4,0
9397,A,Colla_557,4,0,0,2,1
9398,A,Colla_558,2,1,0,2,2
